Invoice(Invoice Auto ID)_Invoice No.,Item No.,Contract(Contract ID)_Contract No.,Contract Line Item(Contract Line Item Auto ID)_Line No.,Amount (Converted),Implementation Project(Project)_Project ID,Line Item Type,Unit Price,SOV Item(SOV Item Auto ID)_SOV Item ID-Name,Unit Price (Converted),Vendor(Vendor)_Vendor ID,Amount Less Retainage,Amount,Overhead,Profit,CIP Unit(Unit ID)_Unit Short Name
001,1,ct-f165-908490389402,1,1088494,,,11,,11,,1088494,1088494,0,0,LS
001test,1,ct-f165-908490389402,1,0,,,11,,11,,0,0,0,0,LS
010920TEST,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
011401162F,1,CT-F165-15000072,1,23315.5,,,30469,,30469,,23315.5,23315.5,0,0,
011401162F,2,CT-F165-15000072,2,3671.5,,,20363,,20363,,3671.5,3671.5,0,0,
0114351,1,DO-F165-21002600,1,171401,,,171401,,171401,,171401,171401,0,0,
0114351 - 2,1,DO-F165-21002600,1,19601,,,171401,,171401,,19601,19601,0,0,
0115096,1,DO-F165-21002600,1,12787.75,,,171401,,171401,,12787.75,12787.75,0,0,
011520TEST,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
0115667,1,DO-F165-21002600,1,6091.25,,,171401,,171401,,6091.25,6091.25,0,0,
0116208,1,DO-F165-21002600,1,2750,,,171401,,171401,,2750,2750,0,0,
0116927,1,DO-F165-21002600,1,2785,,,171401,,171401,,2785,2785,0,0,
0117557,1,DO-F165-21002600,1,3392.5,,,171401,,171401,,3392.5,3392.5,0,0,
011810.01-200101S,1,DO-F165-TIMESHEETCEI,1,14040,,,250000,,250000,,14040,14040,0,0,
0118169,1,DO-F165-21002600,1,360,,,171401,,171401,,360,360,0,0,
0118810.01-190707S,1,DO-F165-TIMESHEETCEI,1,14670,,,250000,,250000,,14670,14670,0,0,
0118810.01-190808S,1,DO-F165-TIMESHEETCEI,1,15120,,,250000,,250000,,15120,15120,0,0,
0118810.01-190909S,1,DO-F165-TIMESHEETCEI,1,12600,,,250000,,250000,,12600,12600,0,0,
0118810.01-191010S,1,DO-F165-TIMESHEETCEI,1,15840,,,250000,,250000,,15840,15840,0,0,
0118810.01-191111S,1,DO-F165-TIMESHEETCEI,1,10260,,,250000,,250000,,10260,10260,0,0,
0118810.01-191212S,1,DO-F165-TIMESHEETCEI,1,12870,,,250000,,250000,,12870,12870,0,0,
0118810.01-200214S,1,DO-F165-TIMESHEETCEI,1,12960,,,250000,,250000,,12960,12960,0,0,
0118810.01-200315S,1,DO-F165-TIMESHEETCEI,1,12960,,,250000,,250000,,12960,12960,0,0,
0118810.01-200416S,1,DO-F165-TIMESHEETCEI,1,11160,,,250000,,250000,,11160,11160,0,0,
0119562,1,DO-F165-21002600,1,320,,,171401,,171401,,320,320,0,0,
0120410,1,DO-F165-21002600,1,655,,,123313.5,,123313.5,,655,655,0,0,
0120410,2,DO-F165-21002600,2,0,,,43989,,43989,,0,0,0,0,LS
0120866.01-210301S,1,DO-F165-TIMESHEETCEI2021,1,17480,,,250000,,250000,,17480,17480,0,0,
0120866.01-210402S,1,DO-F165-TIMESHEETCEI2021,1,16720,,,250000,,250000,,16720,16720,0,0,
0120866.01-210503S,1,DO-F165-TIMESHEETCEI2021,1,15200,,,250000,,250000,,15200,15200,0,0,
0124360,1,DO-F165-21002600,1,122478.5,,,171401,,171401,,122478.5,122478.5,0,0,
01255707,1,DO-F165-21002600,1,3425,,,171401,,171401,,3425,3425,0,0,
0175121,1,DO-F165-22001146,1,12740,,,416357,,416357,,12740,12740,0,0,
0176392,1,DO-F165-22001146,1,35013.5,,,416357,,416357,,35013.5,35013.5,0,0,
0177022,1,DO-F165-22001146,1,19209.5,,,416357,,416357,,19209.5,19209.5,0,0,
0178045,1,DO-F165-22001146,1,15471,,,416357,,416357,,15471,15471,0,0,
0178942,1,DO-F165-22001146,1,28557,,,416357,,416357,,28557,28557,0,0,
0179885,1,DO-F165-22001146,1,51058,,,416357,,416357,,51058,51058,0,0,
0181608,1,DO-F165-22001146,1,39732.75,,,416357,,416357,,39732.75,39732.75,0,0,
0181960,1,DO-F165-22001146,1,43710.75,,,416357,,416357,,43710.75,43710.75,0,0,
0183194,1,DO-F165-22001146,1,59373.25,,,416357,,416357,,59373.25,59373.25,0,0,
0184282,1,DO-F165-22001146,1,19435.75,,,416357,,416357,,19435.75,19435.75,0,0,
0185220,1,DO-F165-22001146,1,36616.5,,,416357,,416357,,36616.5,36616.5,0,0,
0186389,1,DO-F165-22001146,1,55439,,,55439,,55439,,55439,55439,0,0,
0186389,2,DO-F165-22001146,2,5385.25,,,44451,,44451,,5385.25,5385.25,0,0,LS
0188396,1,DO-F165-22001146,1,0,,,0,,0,,0,0,0,0,
0188396,2,DO-F165-22001146,2,19442.75,,,39065.75,,39065.75,,19442.75,19442.75,0,0,LS
020520TEST,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
0212288.05-14,1,DO-F165-14010912,2,5162.12,,,18353,,18353,,5162.12,5162.12,0,0,
022321TEST,1,DO-F165-101719TEST,1,250,,,500000,,500000,,250,250,0,0,
042023-001,1,DO-F165-060619TEST,2,750,TESTABC,,175000,,175000,,750,750,0,0,
05,1,DO-F165-21006353,1,3768.95,,,407646.5,,407646.5,,3768.95,3768.95,0,0,
06,1,DO-F165-21006353,1,3357.4,,,407646.5,,407646.5,,3357.4,3357.4,0,0,
060619TEST2,1,DO-F920-MISCTEST,1,3500,,,500000,,500000,,3500,3500,0,0,
060619TEST4,1,DO-F165-060619TEST,1,2500,,,125000,,125000,,2500,2500,0,0,
061020TEST,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
061720TEST,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
061720TEST-1,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
061720TEST-2,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
062320TEST,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
062320TEST-2,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
062320TEST-3,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
07,1,DO-F165-21006353,1,2592.64,,,407646.5,,407646.5,,2592.64,2592.64,0,0,
071019TEST,1,DO-F165-060619TEST,1,350,,,125000,,125000,,350,350,0,0,
071320TEST,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
071420TEST-2,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
072020TEST,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
072320TEST,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
078013-12,1,CT-F165-15000038,1,93798.99,,,3814641.15,,3814641.15,,93798.99,93798.99,0,0,
078013-12,2,CT-F165-15000038,2,16552.76,,,684935.2,,684935.2,,16552.76,16552.76,0,0,
080420TEST,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
080519TEST,1,DO-F165-060619TEST,1,10,,,125000,,125000,,10,10,0,0,
080619TEST,1,DO-F165-060619TEST,1,10,,,125000,,125000,,10,10,0,0,
081020TEST,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
081519TEST2,1,DO-F165-060619TEST,1,750,,,125000,,125000,,750,750,0,0,
090419TEST,1,DO-F165-060619TEST,1,125,,,125000,,125000,,125,125,0,0,
090919TEST,1,DO-F165-060619TEST,1,3000,,,125000,,125000,,3000,3000,0,0,
090919TEST,2,DO-F165-060619TEST,1,118255,,,125000,,125000,,118255,118255,0,0,
1,1,CT-F165-17000096,1,42350,,,54800,,54800,,42350,42350,0,0,
101437-1,1,CT-F165-15000021,1,29009.98,C01400CAP - OLD,,1077634.53,,1077634.53,,29009.98,29009.98,0,0,LS
101437-1,2,CT-F165-15000021,2,2153.71,,,80000,,80000,,2153.71,2153.71,0,0,
101437-1,3,CT-F165-15000021,3,4972.31,,,184763.97,,184763.97,,4972.31,4972.31,0,0,
101437-2,1,CT-F165-15000021,1,33109.45,C01400CAP - OLD,,1077634.53,,1077634.53,,33109.45,33109.45,0,0,LS
101437-2,2,CT-F165-15000021,2,2458.05,,,80000,,80000,,2458.05,2458.05,0,0,
101437-2,3,CT-F165-15000021,3,5674.97,,,184763.97,,184763.97,,5674.97,5674.97,0,0,
101437-3,1,CT-F165-15000021,1,15322.35,C01400CAP - OLD,,1077634.53,,1077634.53,,15322.35,15322.35,0,0,LS
101437-3,2,CT-F165-15000021,2,1137.54,,,80000,,80000,,1137.54,1137.54,0,0,
101437-3,3,CT-F165-15000021,3,2626.25,,,184763.97,,184763.97,,2626.25,2626.25,0,0,
1020096.01-1,1,DO-F165-23002201,1,4822,,,381573,,381573,,4822,4822,0,0,
11559,1,DO-F165-16000144,1,945,,,95880,,95880,,945,945,0,0,
11918,1,CT-F165-22000034,1,48785,,,48785,,48785,,48785,48785,0,0,
11942,1,CT-F165-22000033,1,5346.25,,,32870,,32870,,5346.25,5346.25,0,0,
120219TEST2,1,DO-F165-101719TEST,1,250,,,250000,,250000,,250,250,0,0,
12098,1,CT-F165-22000033,1,7906.25,,,32870,,32870,,7906.25,7906.25,0,0,
121006,1,DO-F165-21002600,2,43980,,,43989,,43989,,43980,43980,0,0,LS
12206,1,CT-F165-22000065,1,5132.5,,,43955,,43955,,5132.5,5132.5,0,0,
12207,1,CT-F165-22000033,1,11300,,,32870,,32870,,11300,11300,0,0,
123564,1,DO-F165-21002600,1,180,,,171401,,171401,,180,180,0,0,
12548,1,CT-F165-22000065,1,11867.5,,,43955,,43955,,11867.5,11867.5,0,0,
12898,1,CT-F165-22000033,1,8237.5,,,32870,,32870,,8237.5,8237.5,0,0,
12899,1,CT-F165-22000065,1,12467.5,,,43955,,43955,,12467.5,12467.5,0,0,
12900,1,CT-F165-22000065,1,5040,,,43955,,43955,,5040,5040,0,0,
13122,1,CT-F165-22000065,1,4225,,,43955,,43955,,4225,4225,0,0,
13122,2,CT-F165-22000065,2,7930,,,7930,,7930,,7930,7930,0,0,LS
1462,1,DO-F165-15002019,1,11796.95,,,120947.89,,120947.89,,11796.95,11796.95,0,0,
1487,1,DO-F165-15002019,1,6231.82,,,120947.89,,120947.89,,6231.82,6231.82,0,0,
15011,1,CT-F165-15000007,1,36620,CP0455CAP,,48020,,48020,,36620,36620,0,0,LS
1506,1,DO-F165-22009291,1,6772.5,,,79120,,79120,,6772.5,6772.5,0,0,
15398540,1,DO-F165-21004333,1,3364.5,,,175506,,175506,,3364.5,3364.5,0,0,
15402727,1,DO-F165-21004333,1,28411.25,,,175506,,175506,,28411.25,28411.25,0,0,
1552,1,DO-F165-22009291,1,9842.5,,,79120,,79120,,9842.5,9842.5,0,0,
15952,1,CT-F165-21000054,1,18486.94,,,266341.55,,266341.55,,18486.94,18486.94,0,0,
16000,1,CT-F165-21000054,1,26411.09,,,266341.55,,266341.55,,26411.09,26411.09,0,0,
16000C,1,CT-F165-21000054,1,26411.09,,,266341.55,,266341.55,,26411.09,26411.09,0,0,
16046,1,CT-F165-21000054,1,4849.36,,,266341.55,,266341.55,,4849.36,4849.36,0,0,
16089,1,CT-F165-21000054,1,11904.95,,,266341.55,,266341.55,,11904.95,11904.95,0,0,
16146,1,CT-F165-21000054,1,14059.64,,,266341.55,,266341.55,,14059.64,14059.64,0,0,
16198,1,CT-F165-21000054,1,5551.65,,,266341.55,,266341.55,,5551.65,5551.65,0,0,
16237,1,CT-F165-21000054,1,60717.11,,,266341.55,,266341.55,,60717.11,60717.11,0,0,
16292,1,CT-F165-21000054,1,1690.25,,,266341.55,,266341.55,,1690.25,1690.25,0,0,
16344,1,CT-F165-21000054,1,20222.94,,,266341.55,,266341.55,,20222.94,20222.94,0,0,
16389,1,CT-F165-21000054,1,7758.6,,,266341.55,,266341.55,,7758.6,7758.6,0,0,
1639,1,DO-F165-22009291,1,8240,,,79120,,79120,,8240,8240,0,0,
16419,1,CT-F165-21000054,1,17314.98,,,266341.55,,266341.55,,17314.98,17314.98,0,0,
16462,1,CT-F165-21000054,1,3202.05,,,266341.55,,266341.55,,3202.05,3202.05,0,0,
16508,1,CT-F165-21000054,1,2819.56,,,266341.55,,266341.55,,2819.56,2819.56,0,0,
1661.02-02,1,DO-F165-15002198,1,47762.9,,,159798.26,,159798.26,,47762.9,47762.9,0,0,
1661.02-02,2,DO-F165-15002198,2,28006,,,87159.83,,87159.83,,28006,28006,0,0,
16649,1,CT-F165-21000054,1,71352.43,,,266341.55,,266341.55,,71352.43,71352.43,0,0,
16716,1,CT-F165-21000054,1,1155.18,,,266341.55,,266341.55,,1155.18,1155.18,0,0,
18940023,1,CT-F165-21000111,1,28960.2,,,1167773,,1167773,,28960.2,28960.2,0,0,
18940023,2,CT-F165-21000111,2,2896.02,,,121240,,121240,,2896.02,2896.02,0,0,
18940023,3,CT-F165-21000111,3,321.78,,,15122,,15122,,321.78,321.78,0,0,
18951,1,DO-F165-16007110,1,65684.07,,,71185.54,,71185.54,,65684.07,65684.07,0,0,
19105911,1,CT-F165-21000111,1,94320.9,,,1167773,,1167773,,94320.9,94320.9,0,0,
19105911,2,CT-F165-21000111,2,9432.09,,,121240,,121240,,9432.09,9432.09,0,0,
19105911,3,CT-F165-21000111,3,1048.01,,,15122,,15122,,1048.01,1048.01,0,0,
19330778,1,CT-F165-21000111,1,41607,,,1167773,,1167773,,41607,41607,0,0,
19330778,2,CT-F165-21000111,2,4160.7,,,121240,,121240,,4160.7,4160.7,0,0,
19330778,3,CT-F165-21000111,3,462.3,,,15122,,15122,,462.3,462.3,0,0,
19427 & 19449,1,CT-F165-16000122,1,80793.24,C01645WL-old,,694896.6,,694896.6,,80793.24,80793.24,0,0,
19561171,1,CT-F165-21000111,1,63603.9,,,1167773,,1167773,,63603.9,63603.9,0,0,
19561171,2,CT-F165-21000111,2,6360.39,,,121240,,121240,,6360.39,6360.39,0,0,
19561171,3,CT-F165-21000111,3,706.71,,,15122,,15122,,706.71,706.71,0,0,
19736552,1,CT-F165-21000111,1,52690.5,,,1167773,,1167773,,52690.5,52690.5,0,0,
19736552,2,CT-F165-21000111,2,5269.05,,,121240,,121240,,5269.05,5269.05,0,0,
19736552,3,CT-F165-21000111,3,585.45,,,15122,,15122,,585.45,585.45,0,0,
19996686,1,CT-F165-21000111,1,58919.4,,,1167773,,1167773,,58919.4,58919.4,0,0,
19996686,2,CT-F165-21000111,2,5891.94,,,121240,,121240,,5891.94,5891.94,0,0,
19996686,3,CT-F165-21000111,3,654.66,,,15122,,15122,,654.66,654.66,0,0,
2,1,DO-F165-21006353,1,231585.44,,,407646.5,,407646.5,,231585.44,231585.44,0,0,
20221130In1,1,20221130CSt1,1,100,,,1,,1,,100,100,0,0,
20222874,1,CT-F165-21000111,1,75216.15,,,1167773,,1167773,,75216.15,75216.15,0,0,
20222874,2,CT-F165-21000111,2,7521.62,,,121240,,121240,,7521.62,7521.62,0,0,
20222874,3,CT-F165-21000111,3,835.74,,,15122,,15122,,835.74,835.74,0,0,
2023410In1,1,2023420C1,1,10,,,10,1000000-B - Decorative Columns,10,,10,10,0,0,AC
2023615In1,1,202354C2,1,12000,,,12000,,12000,,12000,12000,0,0,
2023615In1,2,202354C2,2,10,141210,,10,,10,,10,10,0,0,
20446814,1,CT-F165-21000111,1,14950.34,,,1167773,,1167773,,14950.34,14950.34,0,0,
20446814,2,CT-F165-21000111,2,1495.04,,,121240,,121240,,1495.04,1495.04,0,0,
20446814,3,CT-F165-21000111,3,166.12,,,15122,,15122,,166.12,166.12,0,0,
20661723,1,CT-F165-21000111,1,27220.05,,,1167773,,1167773,,27220.05,27220.05,0,0,
20661723,2,CT-F165-21000111,2,2722.01,,,121240,,121240,,2722.01,2722.01,0,0,
20661723,3,CT-F165-21000111,3,302.45,,,15122,,15122,,302.45,302.45,0,0,
20911464,1,CT-F165-21000111,1,151161.62,,,1167773,,1167773,,151161.62,151161.62,0,0,
20911464,2,CT-F165-21000111,2,15116.16,,,121240,,121240,,15116.16,15116.16,0,0,
20911464,3,CT-F165-21000111,3,1679.57,,,15122,,15122,,1679.57,1679.57,0,0,
21-0510 - 1,1,CT-F165-22000043,1,5135,,,45285,,45285,,5135,5135,0,0,
21-0510 - 10,1,CT-F165-22000043,1,915,,,45285,,45285,,915,915,0,0,
21-0510 - 3,1,CT-F165-22000043,1,3975,,,45285,,45285,,3975,3975,0,0,
21-0510 - 5,1,CT-F165-22000043,1,2662.5,,,45285,,45285,,2662.5,2662.5,0,0,
21-0510 - 8,1,CT-F165-22000043,1,2310,,,45285,,45285,,2310,2310,0,0,
21-0510 - 9,1,CT-F165-22000043,1,740,,,45285,,45285,,740,740,0,0,
21-0510-11,1,CT-F165-22000043,1,1210,,,45285,,45285,,1210,1210,0,0,
21-0510-12,1,CT-F165-22000043,1,260,,,45285,,45285,,260,260,0,0,
21-0510-2,1,CT-F165-22000043,1,7382.5,,,45285,,45285,,7382.5,7382.5,0,0,
21-0510-4,1,CT-F165-22000043,1,6467.5,,,45285,,45285,,6467.5,6467.5,0,0,
21-0510-6,1,CT-F165-22000043,1,437.5,,,45285,,45285,,437.5,437.5,0,0,
21-0510-7,1,CT-F165-22000043,1,1920,,,45285,,45285,,1920,1920,0,0,
21171126,1,CT-F165-21000111,1,74144.76,,,1167773,,1167773,,74144.76,74144.76,0,0,
21171126,2,CT-F165-21000111,2,7414.48,,,121240,,121240,,7414.48,7414.48,0,0,
21171126,3,CT-F165-21000111,3,823.83,,,15122,,15122,,823.83,823.83,0,0,
21401707,1,CT-F165-21000111,1,18199.68,,,1167773,,1167773,,18199.68,18199.68,0,0,
21401707,2,CT-F165-21000111,2,1819.97,,,121240,,121240,,1819.97,1819.97,0,0,
21401707,3,CT-F165-21000111,3,202.22,,,15122,,15122,,202.22,202.22,0,0,
21616816,1,CT-F165-21000111,1,22461.75,,,1167773,,1167773,,22461.75,22461.75,0,0,
21616816,2,CT-F165-21000111,2,2246.18,,,121240,,121240,,2246.18,2246.18,0,0,
21616816,3,CT-F165-21000111,3,249.58,,,15122,,15122,,249.58,249.58,0,0,
21820795,1,CT-F165-21000111,1,12562.65,,,1167773,,1167773,,12562.65,12562.65,0,0,
21820795,2,CT-F165-21000111,2,1256.27,,,121240,,121240,,1256.27,1256.27,0,0,
21820795,3,CT-F165-21000111,3,139.58,,,15122,,15122,,139.58,139.58,0,0,
22094371,1,CT-F165-21000111,1,19089.44,,,1167773,,1167773,,19089.44,19089.44,0,0,
22094371,2,CT-F165-21000111,2,1908.95,,,121240,,121240,,1908.95,1908.95,0,0,
22094371,3,CT-F165-21000111,3,212.11,,,15122,,15122,,212.11,212.11,0,0,
22257,1,CT-F165-15000040,1,7685,,,89990,,89990,,7685,7685,0,0,
22281524,1,CT-F165-21000111,1,9463.95,,,1167773,,1167773,,9463.95,9463.95,0,0,
22281524,2,CT-F165-21000111,2,946.4,,,121240,,121240,,946.4,946.4,0,0,
22281524,3,CT-F165-21000111,3,105.15,,,15122,,15122,,105.15,105.15,0,0,
22585663,1,CT-F165-21000111,1,42079.03,,,1167773,,1167773,,42079.03,42079.03,0,0,
22585663,2,CT-F165-21000111,2,4207.9,,,121240,,121240,,4207.9,4207.9,0,0,
22585663,3,CT-F165-21000111,3,467.55,,,15122,,15122,,467.55,467.55,0,0,
22901501,1,CT-F165-21000111,1,12911.85,,,1167773,,1167773,,12911.85,12911.85,0,0,
22901501,2,CT-F165-21000111,2,1291.19,,,121240,,121240,,1291.19,1291.19,0,0,
22901501,3,CT-F165-21000111,3,143.46,,,15122,,15122,,143.46,143.46,0,0,
23140,1,DO-F165-22007274,1,2900,,,2900,,2900,,2900,2900,0,0,
25110,1,DO-F165-22006917,1,5314.55,,,189479,,189479,,5314.55,5314.55,0,0,
25337,1,DO-F165-21006353,1,1510.83,,,407646.5,,407646.5,,1510.83,1510.83,0,0,
25340,1,DO-F165-22006917,1,14227.01,,,189479,,189479,,14227.01,14227.01,0,0,
25496,1,DO-F165-21006353,1,503.61,,,407646.5,,407646.5,,503.61,503.61,0,0,
25498,1,DO-F165-22006917,1,6211.4,,,189479,,189479,,6211.4,6211.4,0,0,
25833,1,DO-F165-22006917,1,9754.51,,,189479,,189479,,9754.51,9754.51,0,0,
25895,1,DO-F165-22010436,1,11426.78,,,67083.04,,67083.04,,11426.78,11426.78,0,0,
25956,1,DO-F165-22006917,1,5144.17,,,189479,,189479,,5144.17,5144.17,0,0,
26030,1,DO-F165-22010436,1,3965.94,,,67083.04,,67083.04,,3965.94,3965.94,0,0,
26201,1,DO-F165-22010436,1,903.2,,,67083.04,,67083.04,,903.2,903.2,0,0,
3,1,DO-F165-21006353,1,53738.56,,,407646.5,,407646.5,,53738.56,53738.56,0,0,
30656,1,CT-F165-21000041,1,18080,,,22600,,22600,,18080,18080,0,0,
327-1,1,DO-F165-15010327,1,185420.62,,,198031.05,,198031.05,,185420.62,185420.62,0,0,
327-1,2,DO-F165-15010327,2,301076.97,,,345854.26,,345854.26,,301076.97,301076.97,0,0,
33414,1,DO-F165-TIMESHEETBROWN,1,17820,,,250000,,250000,,17820,17820,0,0,
33414-Amended,1,DO-F165-TIMESHEETBROWN,1,810,,,250000,,250000,,810,810,0,0,
33525,1,DO-F165-TIMESHEETBROWN,1,12825,,,250000,,250000,,12825,12825,0,0,
33715,1,DO-F165-TIMESHEETBROWNR1,1,18540,,,250000,,250000,,18540,18540,0,0,
33829,1,DO-F165-TIMESHEETBROWN,1,37370,,,250000,,250000,,37370,37370,0,0,
33829 Revised,1,DO-F165-TIMESHEETBROWN,1,37370,,,250000,,250000,,37370,37370,0,0,
33916,1,DO-F165-TIMESHEETBROWNR1,1,23490,,,250000,,250000,,23490,23490,0,0,
34031,1,DO-F165-TIMESHEETBROWNR1,1,13365,,,250000,,250000,,13365,13365,0,0,
34092 Revised,1,DO-F165-TIMESHEETBROWNR1,1,12060,,,250000,,250000,,12060,12060,0,0,
34188669,1,DO-F165-21000109,1,16140,,,319780,,319780,,16140,16140,0,0,
34195644,1,DO-F165-21000109,1,32201,,,319780,,319780,,32201,32201,0,0,
34200002,1,DO-F165-21000109,1,29405,,,319780,,319780,,29405,29405,0,0,
34212545,1,DO-F165-21000109,1,49206.67,,,319780,,319780,,49206.67,49206.67,0,0,
34213951,1,CT-F165-21000039,1,26487.5,,,49410,,49410,,26487.5,26487.5,0,0,
34221006,1,DO-F165-21000109,1,97731.62,,,319780,,319780,,97731.62,97731.62,0,0,
34222371,1,CT-F165-21000039,1,8792,,,49410,,49410,,8792,8792,0,0,
34238898,1,DO-F165-21000109,1,46449.9,,,319780,,319780,,46449.9,46449.9,0,0,
34348,1,DO-F165-TIMESHEETBROWNR1,1,18630,,,250000,,250000,,18630,18630,0,0,
34445,1,DO-F165-TIMESHEETBROWNR1,1,16920,,,250000,,250000,,16920,16920,0,0,
34551,1,DO-F165-TIMESHEETBROWNR1,1,14400,,,250000,,250000,,14400,14400,0,0,
34639,1,DO-F165-TIMESHEETBROWNR1,1,13680,,,250000,,250000,,13680,13680,0,0,
34745,1,DO-F165-TIMESHEETBROWNR1,1,18320,,,250000,,250000,,18320,18320,0,0,
34870,1,DO-F165-TIMESHEETBROWNR1,1,28575,,,250000,,250000,,28575,28575,0,0,
35006,1,DO-F165-TIMESHEETBROWNR1,1,35555,,,250000,,250000,,35555,35555,0,0,
35038,1,DO-F165-TIMESHEETBROWNR1,1,24960,,,250000,,250000,,24960,24960,0,0,
35248 R1,1,DO-F165-TIMESHEETBROWNR1,1,11505,,,250000,,250000,,11505,11505,0,0,
35338,1,DO-F165-TIMESHEETBROWNR1,1,11505,,,250000,,250000,,11505,11505,0,0,
35375,1,DO-F165-TIMESHEETBROWNR1,1,11500,,,250000,,250000,,11500,11500,0,0,
35379,1,DO-F165-TIMESHEETBROWNR1,1,11505,,,250000,,250000,,11505,11505,0,0,
398-001/0121,1,CT-F165-21000014,1,6961.19,,,45170,,45170,,6961.19,6961.19,0,0,
398-001/0221,1,CT-F165-21000014,1,3480.78,,,45170,,45170,,3480.78,3480.78,0,0,
398-001/0321,1,CT-F165-21000014,1,4475,,,45170,,45170,,4475,4475,0,0,
398-001/0421,1,CT-F165-21000014,1,7006.54,,,45170,,45170,,7006.54,7006.54,0,0,
398-001/0920,1,CT-F165-21000014,1,13052.66,,,45170,,45170,,13052.66,13052.66,0,0,
398-001/1020,1,CT-F165-21000014,1,3978.08,,,45170,,45170,,3978.08,3978.08,0,0,
398-001/1120,1,CT-F165-21000014,1,4972.6,,,45170,,45170,,4972.6,4972.6,0,0,
398-001/1220,1,CT-F165-21000014,1,1243.15,,,45170,,45170,,1243.15,1243.15,0,0,
4,1,DO-F165-21006353,1,31709.81,,,407646.5,,407646.5,,31709.81,31709.81,0,0,
4581,1,DO-F165-16009043,1,28090,C05032CAP - OLD,,100675,,100675,,28090,28090,0,0,
5,1,CT-F165-15000006,1,915384.35,,,6307527,,6307527,,915384.35,915384.35,0,0,
6,1,DO-F165-20003189,1,24365.11,,,79447.62,,79447.62,,24365.11,24365.11,0,0,
6089,1,DO-F165-14001786,1,76236.95,,,76236.95,,76236.95,,76236.95,76236.95,0,0,LS
6089,2,DO-F165-14001786,2,15944.13,,,28662.63,,28662.63,,15944.13,15944.13,0,0,
7,1,DO-F165-20003189,1,4969.25,,,79447.62,,79447.62,,4969.25,4969.25,0,0,
7/10,1,CT-F165-16000108,1,1204132.8,CP0440CAP,,2989811.56,,2989811.56,,1204132.8,1204132.8,0,0,
7010,1,CT-F165-15000028,1,33392.66,,,163915,,163915,,33392.66,33392.66,0,0,
7031,1,CT-F165-15000028,1,28080.65,,,163915,,163915,,28080.65,28080.65,0,0,
7045,1,CT-F165-15000028,1,32932.09,,,163915,,163915,,32932.09,32932.09,0,0,
7046,1,CT-F165-15000025,1,142901.78,,,1643985.68,,1643985.68,,142901.78,142901.78,0,0,
7046,2,CT-F165-15000025,2,15877.97,,,182665.07,,182665.07,,15877.97,15877.97,0,0,
7066,1,CT-F165-15000028,1,23933.7,,,163915,,163915,,23933.7,23933.7,0,0,
76069,1,DO-F165-14008194,1,212.26,,,67334,,67334,,212.26,212.26,0,0,LS
8122,1,DO-F165-22000557,1,1648.2,,,161342,,161342,,1648.2,1648.2,0,0,
8577,1,CT-F165-16000124,1,3909.96,CP0553CAP OLD,,90033,,90033,,3909.96,3909.96,0,0,
8853,1,CT-F165-15000044,1,5312.5,,,9964,,9964,,5312.5,5312.5,0,0,
93435,1,DO-F165-TIMESHEETWOODPATEL2021,1,19570,,,250000,,250000,,19570,19570,0,0,
93601,1,DO-F165-TIMESHEETWOODPATEL2021,1,7600,,,250000,,250000,,7600,7600,0,0,
93776,1,DO-F165-TIMESHEETWOODPATEL2021,1,15865,,,250000,,250000,,15865,15865,0,0,
93956,1,DO-F165-TIMESHEETWOODPATEL2021,1,13680,,,250000,,250000,,13680,13680,0,0,
94126,1,DO-F165-TIMESHEETWOODPATEL2021,1,13680,,,250000,,250000,,13680,13680,0,0,
94332,1,DO-F165-TIMESHEETWOODPATEL2021,1,12635,,,250000,,250000,,12635,12635,0,0,
94485,1,DO-F165-TIMESHEETWOODPATEL2021,1,12920,,,250000,,250000,,12920,12920,0,0,
94681,1,DO-F165-TIMESHEETWOODPATEL2021,1,14060,,,250000,,250000,,14060,14060,0,0,
94878,1,DO-F165-TIMESHEETWOODPATEL2021,1,13680,,,250000,,250000,,13680,13680,0,0,
95028,1,DO-F165-TIMESHEETWOODPATEL2021,1,15770,,,250000,,250000,,15770,15770,0,0,
95236,1,DO-F165-TIMESHEETWOODPATEL2021,1,12777.5,,,250000,,250000,,12777.5,12777.5,0,0,
