Invoice(Invoice Auto ID)_Invoice No.,Item No.,Contract(Contract ID)_Contract No.,Contract Line Item(Contract Line Item Auto ID)_Line No.,Amount (Converted),Implementation Project(Project)_Project ID,Line Item Type,Unit Price,SOV Item(SOV Item Auto ID)_SOV Item ID-Name,Unit Price (Converted),Vendor(Vendor)_Vendor ID,Amount Less Retainage,Amount,Overhead,Profit,CIP Unit(Unit ID)_Unit Short Name
CP0299HRMY EPG 6975,1,DO-F165-15010071,1,568.58,,,100206.68,,100206.68,,568.58,568.58,0,0,
CP0299HRMY EPG 7218,1,DO-F165-15010071,1,710.57,,,100206.68,,100206.68,,710.57,710.57,0,0,
CP0299HRMY EPG 7450,1,DO-F165-15010071,1,439.66,,,100206.68,,100206.68,,439.66,439.66,0,0,
CP0299HRMY Inv 6438 Pmt 1,1,DO-F165-15010071,1,1436.74,,,100206.68,,100206.68,,1436.74,1436.74,0,0,
CP0299HRMY Inv 6480 Pmt 2,1,DO-F165-15010071,1,14381.74,,,100206.68,,100206.68,,14381.74,14381.74,0,0,
CP0299HRMY Inv 6603 Pmt 4,1,DO-F165-15010071,1,10674.56,,,100206.68,,100206.68,,10674.56,10674.56,0,0,
CP0299HRMY Valley Rain 5,1,DO-F165-17003807,1,217745.48,,,867712.48,,867712.48,,217745.48,217745.48,0,0,
CP0299HRMY Valley Rain 5,2,DO-F165-17003807,2,1130.34,CP0299HRMY,,1130.34,,1130.34,,1130.34,1130.34,0,0,LS
CP0299HRMY Valley Rain 5,3,DO-F165-17003807,3,9608.66,CP0299HRMY,,9608.66,,9608.66,,9608.66,9608.66,0,0,LS
CP0299HRMY Valley Rain 5,4,DO-F165-17003807,4,-1036.17,CP0299HRMY,,-1036.17,,-1036.17,,-1036.17,-1036.17,0,0,LS
CP0299HRMY Valley Rain 5,5,DO-F165-17003807,5,2202.84,CP0299HRMY,,2202.84,,2202.84,,2202.84,2202.84,0,0,LS
CP0299HRMY VR 2,1,DO-F165-17003807,1,119274,,,867712.48,,867712.48,,119274,119274,0,0,
CP0299HRMY VR 6,1,DO-F165-17003807,1,42994.89,,,867712.48,,867712.48,,42994.89,42994.89,0,0,
CP0299HRMY VR 6,2,DO-F165-17003807,2,0,CP0299HRMY,,1130.34,,1130.34,,0,0,0,0,LS
CP0299HRMY VR 6,3,DO-F165-17003807,3,0,CP0299HRMY,,9608.66,,9608.66,,0,0,0,0,LS
CP0299HRMY VR 6,4,DO-F165-17003807,4,0,CP0299HRMY,,-1036.17,,-1036.17,,0,0,0,0,LS
CP0299HRMY VR 6,5,DO-F165-17003807,5,0,CP0299HRMY,,2202.84,,2202.84,,0,0,0,0,LS
CP0299HRMY_CP0485WSI Valley Rain Pay 1 Final,1,DO-F165-16005826,1,1174.81,CP0299HRMY,,1174.81,,1174.81,,1174.81,1174.81,0,0,
CP0299HRMY_CP0485WSI Valley Rain Pay 1 Final,2,DO-F165-16005826,2,943.4,CP0485WSIS,,943.4,,943.4,,943.4,943.4,0,0,
CP0299S Valley Rain 2,1,DO-F165-15008834,1,367910.06,,,685478.63,,685478.63,,367910.06,367910.06,0,0,
CP0299S Valley Rain 3,1,DO-F165-15008834,1,90066.68,,,685478.63,,685478.63,,90066.68,90066.68,0,0,
CP0299S Valley Rain 5,1,DO-F165-15008834,2,3085,,,15569.21,,15569.21,,3085,3085,0,0,
CP0299S Valley Rain 5,2,DO-F165-15008834,3,12193.25,,,12278.25,,12278.25,,12193.25,12193.25,0,0,
CP0299S Valley Rain 6,1,DO-F165-15008834,1,0,,,685478.63,,685478.63,,0,0,0,0,
CP0299S Valley Rain 6,2,DO-F165-15008834,2,0,,,15569.21,,15569.21,,0,0,0,0,
CP0299S Valley Rain 6,3,DO-F165-15008834,3,85,,,12278.25,,12278.25,,85,85,0,0,
CP0299S Valley Rain 6,4,DO-F165-15008834,4,22901.72,CP0299CSPS,,22901.72,,22901.72,,22901.72,22901.72,0,0,LS
cp0300 ValleyRain 2,1,DO-F165-17001379,1,163373.16,CP0300DRPP,,609003.86,,609003.86,,163373.16,163373.16,0,0,
CP0300DRPP Gavan & Barker 1038/1069,1,DO-F165-16000330,1,9704.5,,,43115,,43115,,9704.5,9704.5,0,0,
CP0300DRPP Gavan and Barker 1021,1,DO-F165-16000330,1,11952.5,,,43115,,43115,,11952.5,11952.5,0,0,
CP0300DRPP Gavan and Barker 1125,1,DO-F165-16000330,1,4648.25,,,43115,,43115,,4648.25,4648.25,0,0,
CP0300DRPP Gavan and Barker 1125A,1,DO-F165-16000330,1,300,,,43115,,43115,,300,300,0,0,
CP0300DRPP Gavan and Barker Inv 950 Pmt 1,1,DO-F165-16000330,1,8920,,,43115,,43115,,8920,8920,0,0,
CP0300DRPP Valley Rain 1,1,DO-F165-17001379,1,444630.7,CP0300DRPP,,609003.86,,609003.86,,444630.7,444630.7,0,0,
CP0300DRPP Valley Rain 3,1,DO-F165-17001379,1,0,CP0300DRPP,,609003.86,,609003.86,,0,0,0,0,
CP0300DRPP Valley Rain 3,10,DO-F165-17001379,10,2839.37,CP0300DRPP,,2839.37,,2839.37,,2839.37,2839.37,0,0,
CP0300DRPP Valley Rain 3,11,DO-F165-17001379,11,1830.2,CP0300DRPP,,1830.2,,1830.2,,1830.2,1830.2,0,0,
CP0300DRPP Valley Rain 3,12,DO-F165-17001379,12,5734.55,CP0300DRPP,,5734.55,,5734.55,,5734.55,5734.55,0,0,
CP0300DRPP Valley Rain 3,13,DO-F165-17001379,13,321.62,CP0300DRPP,,321.62,,321.62,,321.62,321.62,0,0,
CP0300DRPP Valley Rain 3,14,DO-F165-17001379,14,242.72,CP0300DRPP,,242.72,,242.72,,242.72,242.72,0,0,
CP0300DRPP Valley Rain 3,15,DO-F165-17001379,15,-374.72,CP0300DRPP,,-374.72,,-374.72,,-374.72,-374.72,0,0,LS
CP0300DRPP Valley Rain 3,16,DO-F165-17001379,16,520.66,CP0300DRPP,,520.66,,520.66,,520.66,520.66,0,0,LS
CP0300DRPP Valley Rain 3,17,DO-F165-17001379,17,-2239.2,CP0300DRPP,,-2239.2,,-2239.2,,-2239.2,-2239.2,0,0,LS
CP0300DRPP Valley Rain 3,18,DO-F165-17001379,18,5010.66,CP0300DRPP,,5010.66,,5010.66,,5010.66,5010.66,0,0,LS
CP0300DRPP Valley Rain 3,19,DO-F165-17001379,19,546.16,CP0300DRPP,,546.16,,546.16,,546.16,546.16,0,0,LS
CP0300DRPP Valley Rain 3,2,DO-F165-17001379,2,0,CP0300DRPP,,-11864.77,,-11864.77,,0,0,0,0,LS
CP0300DRPP Valley Rain 3,20,DO-F165-17001379,20,6471.92,CP0300DRPP,,6471.92,,6471.92,,6471.92,6471.92,0,0,LS
CP0300DRPP Valley Rain 3,21,DO-F165-17001379,21,969.72,CP0300DRPP,,969.72,,969.72,,969.72,969.72,0,0,LS
CP0300DRPP Valley Rain 3,22,DO-F165-17001379,22,515.81,CP0300DRPP,,515.81,,515.81,,515.81,515.81,0,0,LS
CP0300DRPP Valley Rain 3,23,DO-F165-17001379,23,6098.04,CP0300DRPP,,6098.04,,6098.04,,6098.04,6098.04,0,0,LS
CP0300DRPP Valley Rain 3,3,DO-F165-17001379,3,0,CP0300DRPP,,284.61,,284.61,,0,0,0,0,LS
CP0300DRPP Valley Rain 3,4,DO-F165-17001379,4,2366.51,CP0300DRPP,,19244.71,,19244.71,,2366.51,2366.51,0,0,LS
CP0300DRPP Valley Rain 3,5,DO-F165-17001379,5,2117.33,CP0300DRPP,,2117.33,,2117.33,,2117.33,2117.33,0,0,LS
CP0300DRPP Valley Rain 3,6,DO-F165-17001379,6,-7178.82,CP0300DRPP,,-7178.82,,-7178.82,,-7178.82,-7178.82,0,0,LS
CP0300DRPP Valley Rain 3,7,DO-F165-17001379,7,4979.66,CP0300DRPP,,4979.66,,4979.66,,4979.66,4979.66,0,0,LS
CP0300DRPP Valley Rain 3,8,DO-F165-17001379,8,2427.34,CP0300DRPP,,2427.34,,2427.34,,2427.34,2427.34,0,0,
CP0300DRPP Valley Rain 3,9,DO-F165-17001379,9,833.08,CP0300DRPP,,833.08,,833.08,,833.08,833.08,0,0,
CP0300DRPP Valley Rain 4,1,DO-F165-17001379,1,1000,CP0300DRPP,,609003.86,,609003.86,,1000,1000,0,0,
CP0300DRPP Valley Rain 4,2,DO-F165-17001379,2,-11864.77,CP0300DRPP,,-11864.77,,-11864.77,,-11864.77,-11864.77,0,0,LS
CP0300DRPP Valley Rain 4,3,DO-F165-17001379,3,284.61,CP0300DRPP,,284.61,,284.61,,284.61,284.61,0,0,LS
CP0300DRPP Valley Rain 4,4,DO-F165-17001379,4,16878.2,CP0300DRPP,,19244.71,,19244.71,,16878.2,16878.2,0,0,LS
CP0300EPP Valley Rain 1,1,DO-F165-15001221,1,134967,,,205095.49,,205095.49,,134967,134967,0,0,
CP0300EPP Valley Rain 2,1,DO-F165-15001221,1,49026.99,,,205095.49,,205095.49,,49026.99,49026.99,0,0,
CP0300EPP Valley Rain 3,1,DO-F165-15001221,1,20996.5,,,205095.49,,205095.49,,20996.5,20996.5,0,0,
CP0300EPP Valley Rain 4,1,DO-F165-15001221,1,105,,,205095.49,,205095.49,,105,105,0,0,
CP0300EPP Valley Rain 4,2,DO-F165-15001221,2,25227.57,,,25227.57,,25227.57,,25227.57,25227.57,0,0,
CP0300PQPP Valley Rain 1 and 2,1,DO-F165-15001626,1,112929.35,,,112929.35,,112929.35,,112929.35,112929.35,0,0,
CP0300PQPP Valley Rain 1 and 2,2,DO-F165-15001626,2,1774.22,,,1774.22,,1774.22,,1774.22,1774.22,0,0,
CP0300VMPP Valley Rain 1,1,DO-F165-15001222,1,133766.68,,,133766.68,,133766.68,,133766.68,133766.68,0,0,
CP0300VMPP Valley Rain 1,2,DO-F165-15001222,2,11736.39,,,11736.39,,11736.39,,11736.39,11736.39,0,0,
CP0302BALL 071015-01 Valley Rain,1,DO-F165-15010072,1,44120.87,,,44220.87,,44220.87,,44120.87,44120.87,0,0,
CP0302BALL Pay App 2 Valley Rain,1,DO-F165-15010072,1,100,,,44220.87,,44220.87,,100,100,0,0,
CP0302BALL Pay App 2 Valley Rain,2,DO-F165-15010072,3,13353.32,CP0302BALL,,13353.32,,13353.32,,13353.32,13353.32,0,0,LS
CP0311 Atwell 0189803,1,DO-F165-14008063,1,986.33,CP0311POM,,77722,,77722,,986.33,986.33,0,0,LS
CP0311 Atwell 185791,1,DO-F165-14008063,1,380,CP0311POM,,77722,,77722,,380,380,0,0,LS
"CP0311POM Atwell 1-8,12",1,DO-F165-14008063,1,73312.77,CP0311POM,,77722,,77722,,73312.77,73312.77,0,0,LS
CP0311POM Atwell 197374,1,DO-F165-14008063,1,3039.5,CP0311POM,,77722,,77722,,3039.5,3039.5,0,0,LS
CP0312PHB Talis 2,1,DO-F165-15005878,1,8084.46,,,103229.47,,103229.47,,8084.46,8084.46,0,0,
CP0312RSAL Talis 3869-1,1,DO-F165-15003869,1,45213.33,,,45670.03,,45670.03,,45213.33,45213.33,0,0,
CP0312RSAL Talis 3869-1,2,DO-F165-15003869,2,98289.85,,,99282.67,,99282.67,,98289.85,98289.85,0,0,
CP0312RSAL Talis 3869-1,3,DO-F165-15003869,3,53076.5,,,53612.63,,53612.63,,53076.5,53076.5,0,0,
CP0322-10 B&F 3,1,DO-F165-15001183,1,503471.31,,,531884.8,,531884.8,,503471.31,503471.31,0,0,
CP0322-10 B&F 4,1,DO-F165-15001183,1,28413.49,,,531884.8,,531884.8,,28413.49,28413.49,0,0,
CP0322-10 B&F 4,2,DO-F165-15001183,2,72343.86,,,72343.86,,72343.86,,72343.86,72343.86,0,0,
CP0329PIMA TOR 1502001-1,1,DO-F165-15009535,1,10293.95,,,37217.25,,37217.25,,10293.95,10293.95,0,0,
CP0329PIMA TOR 1502001-2,1,DO-F165-15009535,1,8002.95,,,37217.25,,37217.25,,8002.95,8002.95,0,0,
CP0332 Banicki Pay 1,1,DO-F165-17006192,1,20424.99,,,21489.49,,21489.49,,20424.99,20424.99,0,0,
CP0332 Banicki Pay 2 FINAL,1,DO-F165-17006192,1,1064.5,,,21489.49,,21489.49,,1064.5,1064.5,0,0,
CP0332 Banicki Pay 2 FINAL,2,DO-F165-17006192,2,917.85,,,917.85,,917.85,,917.85,917.85,0,0,LS
CP0332 Banicki Pay 2 FINAL,3,DO-F165-17006192,3,1892.45,,,1892.45,,1892.45,,1892.45,1892.45,0,0,LS
CP0332 J2 8556,1,DO-F165-16008903,1,4017,CP0332CAP-,,22253,,22253,,4017,4017,0,0,
CP0332 J2 8580,1,DO-F165-16008903,1,5572.92,CP0332CAP-,,22253,,22253,,5572.92,5572.92,0,0,
CP0332 J2 8692,1,DO-F165-16008903,1,6290.08,CP0332CAP-,,22253,,22253,,6290.08,6290.08,0,0,
CP0332 J2 8892,1,DO-F165-16008903,1,5154.44,CP0332CAP-,,22253,,22253,,5154.44,5154.44,0,0,
CP0332 J2 9061,1,DO-F165-16008903,1,1168.16,CP0332CAP-,,22253,,22253,,1168.16,1168.16,0,0,
CP0332 J2 9141,1,DO-F165-16008903,2,1230,CP0332CAP-,,7161,,7161,,1230,1230,0,0,LS
CP0332 J2 9277,1,DO-F165-16008903,1,50.4,CP0332CAP-,,50.4,,50.4,,50.4,50.4,0,0,
CP0332 J2 9277,2,DO-F165-16008903,2,1556.4,CP0332CAP-,,5931,,5931,,1556.4,1556.4,0,0,LS
CP0332 J2 9369,1,DO-F165-16008903,2,2731.36,CP0332CAP-,,7161,,7161,,2731.36,2731.36,0,0,LS
CP0333 DNG 1,1,CT-F165-15000043,1,77553.13,,,505925,,505925,,77553.13,77553.13,0,0,
CP0333 DNG 2,1,CT-F165-15000043,1,86179.23,,,505925,,505925,,86179.23,86179.23,0,0,
CP0333 DNG 3,2,CT-F165-15000043,1,107309.28,,,505925,,505925,,107309.28,107309.28,0,0,
CP0333 DNG 3,1,CT-F165-15000043,2,1343,,,1343,,1343,,1343,1343,0,0,
CP0333 DNG 4,1,CT-F165-15000043,1,194493.7,,,505925,,505925,,194493.7,194493.7,0,0,
CP0333 DNG 5,2,CT-F165-15000043,1,13032.36,,,505925,,505925,,13032.36,13032.36,0,0,
CP0333 DNG 5,1,CT-F165-15000043,3,20212,,,20212,,20212,,20212,20212,0,0,
CP0333 DNG 6,1,CT-F165-15000043,1,27357.3,,,505925,,505925,,27357.3,27357.3,0,0,
CP0333 DNG 6,2,CT-F165-15000043,4,21275,,,21275,,21275,,21275,21275,0,0,
CP0333 DNG 6,3,CT-F165-15000043,5,1256,,,1256,,1256,,1256,1256,0,0,
CP0335 B&V 1203675/39246/42868/57355,1,CT-F165-15000081,1,49030,,,176920,,176920,,49030,49030,0,0,
CP0335 Black & Veatch 1208335,1,CT-F165-15000081,1,35248.75,,,176920,,176920,,35248.75,35248.75,0,0,
CP0335 Black and Veatch 1,1,CT-F165-15000081,1,75295,,,176920,,176920,,75295,75295,0,0,
CP0335 Black and Veatch 1213648,1,CT-F165-15000081,1,12848.75,,,176920,,176920,,12848.75,12848.75,0,0,
CP0335 Black and Veatch 1251513,1,CT-F165-15000081,1,4497.5,,,176920,,176920,,4497.5,4497.5,0,0,
CP0337 B&F 1 through 6,1,CT-F165-14000166,1,1539789.86,,,1539789.86,,1539789.86,,1539789.86,1539789.86,0,0,
CP0340 CORE 1 and 2,1,CT-F165-17000051,1,2289899,CP0340CAP - OLD,,2289899,,2289899,,2289899,2289899,0,0,
CP0340 CORE 1 and 2,2,CT-F165-17000051,2,792570.31,CP0340CAP - OLD,,3659737,,3659737,,792570.31,792570.31,0,0,LS
CP0340 Core 14-10-022-1,1,CT-F165-15000058,1,7002,,,154044,,154044,,7002,7002,0,0,
CP0340 CORE 1-GMP3,1,CT-F165-17000114,1,457827,,,457827,,457827,,457827,457827,0,0,
CP0340 Core 2PC,1,CT-F165-15000058,1,17753.45,,,154044,,154044,,17753.45,17753.45,0,0,
CP0340 CORE 3&4,1,CT-F165-17000051,2,2108939.02,CP0340CAP - OLD,,3659737,,3659737,,2108939.02,2108939.02,0,0,LS
CP0340 CORE 4-6,1,CT-F165-15000058,1,70020,,,154044,,154044,,70020,70020,0,0,
CP0340 CORE 5 Final,1,CT-F165-17000051,1,0,CP0340CAP - OLD,,2289899,,2289899,,0,0,0,0,
CP0340 CORE 5 Final,10,CT-F165-17000051,10,9295,CP0340CAP - OLD,,9295,,9295,,9295,9295,0,0,LS
CP0340 CORE 5 Final,11,CT-F165-17000051,11,15671,CP0340CAP - OLD,,15671,,15671,,15671,15671,0,0,LS
CP0340 CORE 5 Final,12,CT-F165-17000051,12,10270,CP0340CAP - OLD,,10270,,10270,,10270,10270,0,0,LS
CP0340 CORE 5 Final,13,CT-F165-17000051,13,66503,CP0340CAP - OLD,,66503,,66503,,66503,66503,0,0,LS
CP0340 CORE 5 Final,14,CT-F165-17000051,14,3689,CP0340CAP - OLD,,3689,,3689,,3689,3689,0,0,LS
CP0340 CORE 5 Final,15,CT-F165-17000051,15,-8882,CP0340CAP - OLD,,-8882,,-8882,,-8882,-8882,0,0,LS
CP0340 CORE 5 Final,16,CT-F165-17000051,16,32929,CP0340CAP - OLD,,32929,,32929,,32929,32929,0,0,LS
CP0340 CORE 5 Final,17,CT-F165-17000051,17,4427,CP0340CAP - OLD,,4427,,4427,,4427,4427,0,0,LS
CP0340 CORE 5 Final,18,CT-F165-17000051,18,11092,CP0340CAP - OLD,,11092,,11092,,11092,11092,0,0,LS
CP0340 CORE 5 Final,19,CT-F165-17000051,19,18235,CP0340CAP - OLD,,18235,,18235,,18235,18235,0,0,LS
CP0340 CORE 5 Final,2,CT-F165-17000051,2,758227.67,CP0340CAP - OLD,,3659737,,3659737,,758227.67,758227.67,0,0,LS
CP0340 CORE 5 Final,20,CT-F165-17000051,20,0,CP0340CAP - OLD,,0,,0,,0,0,0,0,LS
CP0340 CORE 5 Final,21,CT-F165-17000051,21,0,CP0340CAP - OLD,,0,,0,,0,0,0,0,LS
CP0340 CORE 5 Final,22,CT-F165-17000051,22,0,CP0340CAP - OLD,,0,,0,,0,0,0,0,LS
CP0340 CORE 5 Final,23,CT-F165-17000051,23,-27411,CP0340CAP - OLD,,-27411,,-27411,,-27411,-27411,0,0,LS
CP0340 CORE 5 Final,24,CT-F165-17000051,24,1591,CP0340CAP - OLD,,1591,,1591,,1591,1591,0,0,LS
CP0340 CORE 5 Final,25,CT-F165-17000051,25,0,CP0340CAP - OLD,,0,,0,,0,0,0,0,LS
CP0340 CORE 5 Final,26,CT-F165-17000051,26,0,CP0340CAP - OLD,,0,,0,,0,0,0,0,LS
CP0340 CORE 5 Final,27,CT-F165-17000051,27,8408,CP0340CAP - OLD,,8408,,8408,,8408,8408,0,0,LS
CP0340 CORE 5 Final,28,CT-F165-17000051,28,0,CP0340CAP - OLD,,0,,0,,0,0,0,0,
CP0340 CORE 5 Final,29,CT-F165-17000051,29,28064,CP0340CAP - OLD,,28064,,28064,,28064,28064,0,0,LS
CP0340 CORE 5 Final,3,CT-F165-17000051,3,27252,CP0340CAP - OLD,,27252,,27252,,27252,27252,0,0,LS
CP0340 CORE 5 Final,30,CT-F165-17000051,30,0,CP0340CAP - OLD,,0,,0,,0,0,0,0,
CP0340 CORE 5 Final,31,CT-F165-17000051,31,0,CP0340CAP - OLD,,0,,0,,0,0,0,0,
CP0340 CORE 5 Final,32,CT-F165-17000051,32,0,CP0340CAP - OLD,,0,,0,,0,0,0,0,
CP0340 CORE 5 Final,33,CT-F165-17000051,33,0,CP0340CAP - OLD,,0,,0,,0,0,0,0,
CP0340 CORE 5 Final,34,CT-F165-17000051,34,-43247,CP0340CAP - OLD,,-43247,,-43247,,-43247,-43247,0,0,
CP0340 CORE 5 Final,4,CT-F165-17000051,4,12880,CP0340CAP - OLD,,12880,,12880,,12880,12880,0,0,
CP0340 CORE 5 Final,5,CT-F165-17000051,5,7143,CP0340CAP - OLD,,7143,,7143,,7143,7143,0,0,LS
CP0340 CORE 5 Final,6,CT-F165-17000051,6,3426,CP0340CAP - OLD,,3426,,3426,,3426,3426,0,0,LS
CP0340 CORE 5 Final,7,CT-F165-17000051,7,2824,CP0340CAP - OLD,,2824,,2824,,2824,2824,0,0,LS
CP0340 CORE 5 Final,8,CT-F165-17000051,8,1881,CP0340CAP - OLD,,1881,,1881,,1881,1881,0,0,LS
CP0340 CORE 5 Final,9,CT-F165-17000051,9,30009,CP0340CAP - OLD,,30009,,30009,,30009,30009,0,0,LS
cp0340 Core Construction 14-10-022-3,1,CT-F165-15000058,1,56016,,,154044,,154044,,56016,56016,0,0,
Cp0340 HDA 10-12,1,CT-F165-16000089,2,25988,CP0340CAP - OLD,,92450,,92450,,25988,25988,0,0,
Cp0340 HDA 10-12,2,CT-F165-16000089,3,15279.25,CP0340CAP - OLD,,66946,,66946,,15279.25,15279.25,0,0,
CP0340 HDA 7086,1,CT-F165-15000028,1,8457.34,,,163915,,163915,,8457.34,8457.34,0,0,
CP0340 HDA 7163,2,CT-F165-15000028,1,9116,,,163915,,163915,,9116,9116,0,0,
CP0340 HDA 7163,1,CT-F165-15000028,2,27633,,,27633,,27633,,27633,27633,0,0,
CP0340 HDA 7222,1,CT-F165-15000028,3,18315,CP0340CAP - OLD,,18315,,18315,,18315,18315,0,0,
CP0340 HDA 7247,1,CT-F165-15000028,1,4402.5,,,163915,,163915,,4402.5,4402.5,0,0,
CP0340 HDA 7301,1,CT-F165-15000028,4,33735,CP0340CAP - OLD,,33735,,33735,,33735,33735,0,0,
CP0340 HDA 7303,1,CT-F165-15000028,1,9530,,,163915,,163915,,9530,9530,0,0,
CP0340 HDA 7317,1,CT-F165-16000089,1,19596,CP0340CAP - OLD,,274133,,274133,,19596,19596,0,0,
CP0340 HDA 7561,1,CT-F165-16000089,3,24702,CP0340CAP - OLD,,66946,,66946,,24702,24702,0,0,
CP0340 HDA 7573,1,CT-F165-16000089,3,4904,CP0340CAP - OLD,,66946,,66946,,4904,4904,0,0,
CP0340 HDA 7595,1,CT-F165-16000089,3,844,CP0340CAP - OLD,,66946,,66946,,844,844,0,0,
CP0340 HDA 7642,1,CT-F165-16000089,3,4350,CP0340CAP - OLD,,66946,,66946,,4350,4350,0,0,
CP0340 HDA 7676R,1,CT-F165-16000089,3,2250,CP0340CAP - OLD,,66946,,66946,,2250,2250,0,0,
CP0340 HDA March thru Oct 2016,1,CT-F165-16000089,1,254537,CP0340CAP - OLD,,274133,,274133,,254537,254537,0,0,
CP0340 HDA March thru Oct 2016,2,CT-F165-16000089,2,66462,CP0340CAP - OLD,,92450,,92450,,66462,66462,0,0,
CP0340F B&F 1,1,DO-F165-16010717,1,135731.64,CP0340CAP - OLD,,233683.09,,233683.09,,135731.64,135731.64,0,0,
CP0340F B&F 2,1,DO-F165-16010717,1,58713.22,CP0340CAP - OLD,,233683.09,,233683.09,,58713.22,58713.22,0,0,
CP0340F B&F 3,1,DO-F165-16010717,1,39238.23,CP0340CAP - OLD,,233683.09,,233683.09,,39238.23,39238.23,0,0,
CP0340F B&F 3,2,DO-F165-16010717,2,-15261.15,CP0340CAP - OLD,,-15261.15,,-15261.15,,-15261.15,-15261.15,0,0,
CP0341 Bayley 1,1,CT-F165-16000041,1,93286.27,CP0341CAP,,1167000,,1167000,,93286.27,93286.27,0,0,
CP0341 Bayley 2,1,CT-F165-16000041,1,154440.95,CP0341CAP,,1167000,,1167000,,154440.95,154440.95,0,0,
CP0341 Bayley 3,1,CT-F165-16000041,1,192345.2,CP0341CAP,,1167000,,1167000,,192345.2,192345.2,0,0,
CP0341 Bayley 4,1,CT-F165-16000041,1,173597.68,CP0341CAP,,1167000,,1167000,,173597.68,173597.68,0,0,
CP0341 Bayley 41-5,1,CT-F165-16000041,1,188858.66,CP0341CAP,,1167000,,1167000,,188858.66,188858.66,0,0,
CP0341 Bayley 41-6,1,CT-F165-16000041,1,260547.71,CP0341CAP,,1167000,,1167000,,260547.71,260547.71,0,0,
CP0341 EMC2 12,1,DO-F165-14010912,2,5121.52,,,18353,,18353,,5121.52,5121.52,0,0,
CP0341 EMC2 212288.05-13,1,DO-F165-14010912,2,1298.92,,,18353,,18353,,1298.92,1298.92,0,0,
CP0341 EMC2 212288-05-11,1,DO-F165-14010912,2,1957.47,,,18353,,18353,,1957.47,1957.47,0,0,
CP0341 EMC2 Pmt 10,1,DO-F165-14010912,1,2565.53,,,55956,,55956,,2565.53,2565.53,0,0,
CP0343 J2 1-3,1,CT-F165-17000054,1,40162.19,CP0343CAP,,46281,,46281,,40162.19,40162.19,0,0,
CP0343 J2 7607,1,DO-F165-15011194,1,32318.34,,,41695,,41695,,32318.34,32318.34,0,0,
CP0343 Talis 1,1,DO-F165-17005924,1,143756.14,,,450639,,450639,,143756.14,143756.14,0,0,
CP0343 Talis 2,1,DO-F165-17005924,1,80141.02,,,450639,,450639,,80141.02,80141.02,0,0,
CP0345 RedHawk 2845,1,CT-F165-16000091,1,34330.53,CP0345CAP,,171742.5,,171742.5,,34330.53,34330.53,0,0,
CP0345 RedHawk 2868,1,CT-F165-16000091,1,37794.39,CP0345CAP,,171742.5,,171742.5,,37794.39,37794.39,0,0,
CP0345 RedHawk 2885,1,CT-F165-16000091,1,15850,CP0345CAP,,171742.5,,171742.5,,15850,15850,0,0,
cp0345 RedHawk 2899,1,CT-F165-16000091,1,18705,CP0345CAP,,171742.5,,171742.5,,18705,18705,0,0,
CP0345 RedHawk 5-7,1,CT-F165-16000091,1,62741.92,CP0345CAP,,171742.5,,171742.5,,62741.92,62741.92,0,0,
CP0347 MWK 2015.04.01,1,DO-F165-16002751,1,9679,,,39745,,39745,,9679,9679,0,0,
CP0347 MWK 2015.04.03,1,DO-F165-16002751,1,7806.97,,,39745,,39745,,7806.97,7806.97,0,0,
CP0347MUS MWK 2015.04.02,1,DO-F165-16002751,1,17624.59,,,39745,,39745,,17624.59,17624.59,0,0,
CP0347MUS Talis Pay 1,1,DO-F165-16006932,1,191353.94,,,193286.8,,193286.8,,191353.94,191353.94,0,0,
CP0347MUS Talis Pay 2 Final,1,DO-F165-16006932,1,1932.86,,,193286.8,,193286.8,,1932.86,1932.86,0,0,
CP0347MUS Talis Pay 2 Final,2,DO-F165-16006932,2,11185.32,CP0347MUS,,11185.32,,11185.32,,11185.32,11185.32,0,0,LS
Cp0348 ESD 24382/24437,1,DO-F165-17002967,1,12411.25,CP0348 Master,,27845,,27845,,12411.25,12411.25,0,0,
CP0349 Brown & Caldwell 8,1,DO-F165-15003678,1,5133.11,,,221372,,221372,,5133.11,5133.11,0,0,
CP0349 Brown and Caldwell 15255046,1,DO-F165-15003678,1,7942.27,,,221372,,221372,,7942.27,7942.27,0,0,
CP0349 Brown and Caldwell Pmt 5,1,DO-F165-15003678,1,9418.83,,,221372,,221372,,9418.83,9418.83,0,0,
CP0349 Inv 15235095 Pmt 1,1,DO-F165-15003678,1,16958.5,,,221372,,221372,,16958.5,16958.5,0,0,
CP0349 Inv 15237449 Pmt 2,1,DO-F165-15003678,1,15987,,,221372,,221372,,15987,15987,0,0,
CP0349 Inv 15243742 Pmt 3,1,DO-F165-15003678,1,94008.58,,,221372,,221372,,94008.58,94008.58,0,0,
CP0349 Inv 15248599 Pmt 4,1,DO-F165-15003678,1,23283.43,,,221372,,221372,,23283.43,23283.43,0,0,
Cp0349 Inv 15252826 Pmt 6,1,DO-F165-15003678,1,8455.56,,,221372,,221372,,8455.56,8455.56,0,0,
CP0359 Felix 1661.18-02,1,DO-F165-16002178,1,136398.2,,,228857.92,,228857.92,,136398.2,136398.2,0,0,
CP0359 Felix 1661.18-04 Final Pmt,1,DO-F165-16002178,1,800,,,228857.92,,228857.92,,800,800,0,0,
